,Difftastic_Mean
153722,6.0
153723,5.0
153724,2.0
153725,93.0
153726,5.0
153727,1.0
153728,6.0
153729,10.0
153730,62.0
153731,2.0
153732,5.0
153733,1.0
153734,12.0
153735,7.0
153736,4.0
153737,2.0
153738,2.0
153739,3.0
153740,4.0
153741,8.0
153742,2.0
153743,2.0
153744,3.0
153745,8.0
153746,6.0
153747,10.0
153748,6.0
153749,3.0
153750,1.0
153751,10.0
153752,2.0
153753,3.0
153754,10.0
153755,9.0
153756,8.0
153757,7.0
153758,9.0
153759,6.0
153760,1.0
153761,18.0
153762,6.0
153763,1.0
153764,70.0
153765,1.0
153766,7.0
153767,42.0
153768,9.0
153769,51.0
153770,16.0
153771,3.0
153772,2.0
153773,1.0
153774,2.0
153775,6.0
153776,12.0
153777,12.0
153778,4.0
153779,41.0
153780,9.0
153781,261.0
153782,1.0
153783,1.0
153784,1.0
153785,8.0
153786,13.0
153787,1.0
153788,175.0
153789,4.0
153790,9.0
153791,16.0
153792,9.0
153793,5.0
153794,4.0
153795,6.0
153796,4.0
153797,7.0
153798,33.0
153799,8.0
153800,59.0
153801,5.0
153802,23.0
153803,40.0
153804,53.0
153805,5.0
153806,3.0
153807,2.0
153808,4.0
153809,80.0
153810,17.0
153811,2.0
153812,19.0
153813,1.0
153814,1.0
153815,18.0
153816,24.0
153817,57.0
153818,3.0
153819,5.0
153820,3.0
153821,98.0
153822,6.0
153823,1.0
153824,7.0
153825,
153826,41.0
153827,43.0
153828,219.0
153829,9.0
153830,2.0
153831,2.0
153832,32.0
153833,2.0
153834,2.0
153835,1.0
153836,9.0
153837,2.0
153838,14.0
153839,3.0
153840,66.0
153841,4.0
153842,15.0
153843,1.0
153844,8.0
153845,1.0
153846,8.0
153847,2.0
153848,9.0
153849,9.0
153850,6.0
153851,33.0
153852,2.0
153853,1.0
153854,29.0
153855,1.0
153856,10.0
153857,47.0
153858,5.0
153859,30.0
153860,1.0
153861,1.0
153862,8.0
153863,4.0
153864,1.0
153865,2.0
153866,4.0
153867,98.0
153868,4.0
153869,3.0
153870,22.0
153871,1.0
153872,
153873,2.0
153874,12.0
153875,249.0
153876,57.0
153877,10.0
153878,6.0
153879,1.0
153880,3.0
153881,2.0
153882,1.0
153883,110.0
153884,5.0
153885,3.0
153886,5.0
153887,5.0
153888,5.0
153889,8.0
153890,8.0
153891,3.0
153892,2.0
153893,9.0
153894,49.0
153895,1.0
153896,4.0
153897,1.0
153898,10.0
153899,4.0
153900,6.0
153901,1.0
153902,7.0
153903,8.0
153904,7.0
153905,2.0
153906,1.0
153907,18.0
153908,2.0
153909,2.0
153910,58.0
153911,39.0
153912,
153913,35.0
153914,6.0
153915,9.0
153916,112.0
153917,4.0
153918,9.0
153919,3.0
153920,4.0
153921,7.0
153922,48.0
153923,12.0
153924,8.0
153925,4.0
153926,28.0
153927,1.0
153928,5.0
153929,9.0
153930,33.0
153931,7.0
153932,16.0
153933,3.0
153934,7.0
153935,188.0
153936,6.0
153937,37.0
153938,8.0
153939,10.0
153940,66.0
153941,42.0
153942,2.0
153943,8.0
153944,23.0
153945,50.0
153946,56.0
153947,63.0
153948,1.0
153949,2.0
153950,2.0
153951,2.0
153952,7.0
153953,12.0
153954,1.0
153955,4.0
153956,14.0
153957,7.0
153958,14.0
153959,2.0
153960,12.0
153961,48.0
153962,5.0
153963,6.0
153964,8.0
153965,4.0
153966,8.0
153967,10.0
153968,6.0
153969,1.0
153970,4.0
153971,2.0
153972,38.0
153973,2.0
153974,4.0
153975,5.0
153976,1.0
153977,1.0
153978,2.0
153979,9.0
153980,2.0
153981,4.0
153982,595.0
153983,20.0
153984,8.0
153985,9.0
153986,2.0
153987,11.0
153988,8.0
153989,6.0
153990,9.0
153991,3.0
153992,89.0
153993,10.0
153994,6.0
153995,
153996,8.0
153997,1.0
153998,133.0
153999,1.0
154000,9.0
154001,1.0
154002,2.0
154003,8.0
154004,78.0
154005,16.0
154006,1.0
154007,5.0
154008,2.0
154009,3.0
154010,5.0
154011,2.0
154012,5.0
154013,5.0
154014,15.0
154015,9.0
154016,7.0
154017,93.0
154018,3.0
154019,2.0
154020,1.0
154021,4.0
154022,1.0
154023,1.0
154024,3.0
154025,9.0
154026,3.0
154027,10.0
154028,5.0
154029,1.0
154030,2.0
154031,5.0
154032,5.0
154033,5.0
154034,16.0
154035,178.0
154036,13.0
154037,1.0
154038,1.0
154039,3.0
154040,4.0
154041,1.0
154042,14.0
154043,62.0
154044,50.0
154045,4.0
154046,5.0
154047,2.0
154048,4.0
154049,2.0
154050,15.0
154051,10.0
154052,18.0
154053,1.0
154054,7.0
154055,3.0
154056,6.0
154057,5.0
154058,2.0
154059,2.0
154060,1.0
154061,13.0
154062,17.0
154063,89.0
154064,10.0
154065,37.0
154066,2.0
154067,2.0
154068,3.0
154069,3.0
154070,10.0
154071,46.0
154072,6.0
154073,10.0
154074,3.0
154075,13.0
154076,12.0
154077,6.0
154078,9.0
154079,1.0
154080,10.0
154081,37.0
154082,73.0
154083,6.0
154084,1.0
154085,5.0
154086,7.0
154087,6.0
154088,8.0
154089,10.0
154090,4.0
154091,3.0
154092,1.0
154093,76.0
154094,3.0
154095,4.0
154096,2.0
154097,4.0
154098,9.0
154099,41.0
154100,1.0
154101,6.0
154102,35.0
154103,1.0
154104,2.0
154105,6.0
154106,84.0
154107,6.0
154108,2.0
154109,6.0
154110,1.0
154111,1.0
154112,4.0
154113,4.0
154114,51.0
154115,7.0
154116,2.0
154117,2.0
154118,5.0
154119,374.0
154120,307.0
154121,12.0
154122,13.0
154123,14.0
154124,11.0
154125,2.0
154126,3.0
154127,6.0
154128,3.0
154129,
154130,10.0
154131,1.0
154132,5.0
154133,8.0
154134,26.0
154135,17.0
154136,1.0
154137,5.0
154138,4.0
154139,45.0
154140,6.0
154141,10.0
154142,23.0
154143,8.0
154144,6.0
154145,6.0
154146,6.0
154147,36.0
154148,28.0
154149,5.0
154150,3.0
154151,9.0
154152,4.0
154153,53.0
154154,49.0
154155,1.0
154156,4.0
154157,1.0
154158,76.0
154159,1.0
154160,4.0
154161,2.0
154162,152.0
154163,9.0
154164,2.0
154165,1.0
154166,1.0
154167,2.0
154168,51.0
154169,35.0
154170,6.0
154171,62.0
154172,1.0
154173,9.0
154174,5.0
154175,3.0
154176,3.0
154177,8.0
154178,4.0
154179,1.0
154180,9.0
154181,3.0
154182,4.0
154183,5.0
154184,10.0
154185,23.0
154186,7.0
154187,74.0
154188,5.0
154189,14.0
154190,1.0
154191,14.0
154192,1.0
154193,6.0
154194,8.0
154195,105.0
154196,8.0
154197,4.0
154198,9.0
154199,83.0
154200,91.0
154201,54.0
154202,21.0
154203,1.0
154204,11.0
154205,5.0
154206,1.0
154207,4.0
154208,125.0
154209,2.0
154210,6.0
154211,9.0
154212,3.0
154213,130.0
154214,2.0
154215,4.0
154216,17.0
154217,12.0
154218,1.0
154219,3.0
154220,44.0
154221,6.0
154222,2.0
154223,13.0
154224,24.0
154225,5.0
154226,1.0
154227,11.0
154228,1.0
154229,68.0
154230,3.0
154231,1.0
154232,125.0
154233,2.0
154234,7.0
154235,1.0
154236,9.0
154237,3.0
154238,2.0
154239,38.0
154240,1.0
154241,
154242,5.0
154243,5.0
154244,5.0
154245,4.0
154246,4.0
154247,2.0
154248,8.0
154249,6.0
154250,9.0
154251,2.0
154252,9.0
154253,1.0
154254,2.0
154255,2.0
154256,7.0
154257,16.0
154258,1.0
154259,12.0
154260,1.0
154261,6.0
154262,12.0
154263,1.0
154264,1.0
154265,3.0
154266,6.0
154267,8.0
154268,6.0
154269,3.0
154270,20.0
154271,6.0
154272,1.0
154273,4.0
154274,3.0
154275,5.0
154276,9.0
154277,4.0
154278,5.0
154279,2.0
154280,1.0
154281,9.0
154282,104.0
154283,7.0
154284,3.0
154285,2.0
154286,14.0
154287,7.0
154288,12.0
154289,1.0
154290,60.0
154291,7.0
154292,10.0
154293,30.0
154294,1.0
154295,82.0
154296,9.0
154297,76.0
154298,1.0
154299,10.0
154300,4.0
154301,1.0
154302,4.0
154303,8.0
154304,1.0
154305,1.0
154306,1.0
154307,16.0
154308,5.0
154309,165.0
154310,5.0
154311,13.0
154312,2.0
154313,4.0
154314,9.0
154315,1.0
154316,34.0
154317,1.0
154318,14.0
154319,2.0
154320,51.0
154321,3.0
154322,8.0
154323,1.0
154324,1.0
154325,8.0
154326,2.0
154327,10.0
154328,3.0
154329,73.0
154330,73.0
154331,7.0
154332,7.0
154333,14.0
154334,37.0
154335,6.0
154336,1.0
154337,3.0
154338,2.0
154339,8.0
154340,1.0
154341,2.0
154342,2.0
154343,3.0
154344,1.0
154345,1.0
154346,14.0
154347,136.0
154348,12.0
154349,9.0
154350,22.0
154351,5.0
154352,1.0
154353,10.0
154354,16.0
154355,3.0
154356,152.0
154357,1.0
154358,6.0
154359,4.0
154360,17.0
154361,32.0
154362,29.0
154363,19.0
154364,30.0
154365,9.0
154366,9.0
154367,16.0
154368,3.0
154369,10.0
154370,5.0
154371,6.0
154372,8.0
154373,143.0
154374,3.0
154375,24.0
154376,34.0
154377,58.0
154378,8.0
154379,7.0
154380,1.0
154381,8.0
154382,2.0
154383,8.0
154384,3.0
154385,33.0
154386,11.0
154387,3.0
154388,335.0
154389,9.0
154390,2.0
154391,1.0
154392,2.0
154393,10.0
154394,10.0
154395,2.0
154396,1.0
154397,1.0
154398,3.0
154399,1.0
154400,6.0
154401,3.0
154402,2.0
154403,16.0
154404,1.0
154405,1.0
154406,1.0
154407,3.0
154408,10.0
154409,7.0
154410,4.0
154411,1.0
154412,34.0
154413,4.0
154414,60.0
154415,3.0
154416,3.0
154417,37.0
154418,6.0
154419,29.0
154420,2.0
154421,1.0
154422,4.0
154423,68.0
154424,11.0
154425,10.0
154426,3.0
154427,3.0
154428,9.0
154429,3.0
154430,4.0
154431,5.0
154432,1.0
154433,2.0
154434,6.0
154435,35.0
154436,167.0
154437,15.0
154438,4.0
154439,5.0
154440,16.0
154441,5.0
154442,3.0
154443,2.0
154444,3.0
154445,150.0
154446,4.0
154447,4.0
154448,7.0
154449,1.0
154450,53.0
154451,1.0
154452,10.0
154453,4.0
154454,79.0
154455,5.0
154456,2.0
154457,4.0
154458,4.0
154459,3.0
154460,6.0
154461,19.0
154462,70.0
154463,19.0
154464,2.0
154465,8.0
154466,6.0
154467,10.0
154468,1.0
154469,90.0
154470,8.0
154471,14.0
154472,3.0
154473,3.0
154474,1.0
154475,80.0
154476,3.0
154477,139.0
154478,8.0
154479,4.0
154480,3.0
154481,5.0
154482,5.0
154483,9.0
154484,1.0
154485,2.0
154486,8.0
154487,3.0
154488,2.0
154489,10.0
154490,1.0
154491,53.0
154492,2.0
154493,10.0
154494,2.0
154495,5.0
154496,44.0
154497,6.0
154498,3.0
154499,9.0
154500,1.0
154501,15.0
154502,9.0
154503,6.0
154504,1.0
154505,109.0
154506,1.0
154507,7.0
154508,4.0
154509,1.0
154510,595.0
154511,151.0
154512,2.0
154513,30.0
154514,8.0
154515,
154516,12.0
154517,1.0
154518,8.0
154519,1053.0
154520,31.0
154521,2.0
154522,33.0
154523,8.0
154524,10.0
154525,2.0
154526,16.0
154527,35.0
154528,355.0
154529,3.0
154530,2.0
154531,2.0
154532,1.0
154533,81.0
154534,4.0
154535,20.0
154536,6.0
154537,3.0
154538,10.0
154539,6.0
154540,2.0
154541,8.0
154542,2.0
154543,1.0
154544,3.0
154545,5.0
154546,90.0
154547,4.0
154548,6.0
154549,3.0
154550,2.0
154551,2.0
154552,2.0
154553,6.0
154554,4.0
154555,4.0
154556,6.0
154557,3.0
154558,9.0
154559,
154560,48.0
154561,49.0
154562,1.0
154563,1.0
154564,4.0
154565,3.0
154566,
154567,9.0
154568,10.0
154569,14.0
154570,12.0
154571,10.0
154572,9.0
154573,6.0
154574,2.0
154575,4.0
154576,8.0
154577,1.0
154578,2.0
154579,9.0
154580,110.0
154581,1.0
154582,6.0
154583,4.0
154584,6.0
154585,37.0
154586,7.0
154587,3.0
154588,8.0
154589,5.0
154590,8.0
154591,3.0
154592,2.0
154593,2.0
154594,2.0
154595,4.0
154596,6.0
154597,1.0
154598,3.0
154599,5.0
154600,10.0
154601,2.0
154602,22.0
154603,6.0
154604,20.0
154605,23.0
154606,6.0
154607,1.0
154608,16.0
154609,1.0
154610,19.0
154611,13.0
154612,33.0
154613,1.0
154614,5.0
154615,1.0
154616,76.0
154617,2.0
154618,10.0
154619,7.0
154620,8.0
154621,7.0
154622,1.0
154623,6.0
154624,7.0
154625,3.0
154626,4.0
154627,9.0
154628,8.0
154629,6.0
154630,29.0
154631,12.0
154632,1.0
154633,4.0
154634,2.0
154635,1.0
154636,6.0
154637,4.0
154638,3.0
154639,5.0
154640,10.0
154641,5.0
154642,1.0
154643,9.0
154644,7.0
154645,10.0
154646,2.0
154647,4.0
154648,83.0
154649,2.0
154650,2.0
154651,1.0
154652,28.0
154653,14.0
154654,8.0
154655,2.0
154656,2.0
154657,14.0
154658,4.0
154659,3.0
154660,41.0
154661,5.0
154662,1.0
154663,53.0
154664,5.0
154665,12.0
154666,
154667,1.0
154668,52.0
154669,11.0
154670,1.0
154671,14.0
154672,7.0
154673,11.0
154674,3.0
154675,
154676,1.0
154677,78.0
154678,6.0
154679,1.0
154680,6.0
154681,4.0
154682,3.0
154683,11.0
154684,24.0
154685,4.0
154686,1.0
154687,2.0
154688,26.0
154689,10.0
154690,2.0
154691,26.0
154692,9.0
154693,7.0
154694,1.0
154695,1.0
154696,86.0
154697,1.0
154698,1.0
154699,9.0
154700,2.0
154701,4.0
154702,4.0
154703,5.0
154704,1.0
154705,1.0
154706,2.0
154707,27.0
154708,36.0
154709,4.0
154710,2.0
154711,48.0
154712,4.0
154713,2.0
154714,8.0
154715,14.0
154716,8.0
154717,3.0
154718,
154719,1.0
154720,2.0
154721,1.0
154722,1.0
154723,30.0
154724,8.0
154725,223.0
154726,5.0
154727,8.0
154728,12.0
154729,2.0
154730,11.0
154731,9.0
154732,30.0
154733,4.0
154734,4.0
154735,8.0
154736,46.0
154737,7.0
154738,3.0
154739,4.0
154740,4.0
154741,1.0
154742,5.0
154743,10.0
154744,8.0
154745,9.0
154746,8.0
154747,44.0
154748,8.0
154749,33.0
154750,2.0
154751,141.0
154752,2.0
154753,10.0
154754,25.0
154755,8.0
154756,1.0
154757,1.0
154758,2.0
154759,6.0
154760,1.0
154761,18.0
154762,1.0
154763,3.0
154764,12.0
154765,52.0
154766,3.0
154767,14.0
154768,2.0
154769,19.0
154770,2.0
154771,5.0
154772,6.0
154773,1.0
154774,1.0
154775,3.0
154776,6.0
154777,4.0
154778,5.0
154779,10.0
154780,9.0
154781,1.0
154782,10.0
154783,2.0
154784,2.0
154785,2.0
154786,1.0
154787,7.0
154788,2.0
154789,2.0
154790,4.0
154791,6.0
154792,6.0
154793,12.0
154794,3.0
154795,9.0
154796,4.0
154797,35.0
154798,59.0
154799,8.0
154800,10.0
154801,10.0
154802,89.0
154803,3.0
154804,3.0
154805,2.0
154806,22.0
154807,44.0
154808,7.0
154809,1.0
154810,4.0
154811,67.0
154812,13.0
154813,28.0
154814,2.0
154815,5.0
154816,5.0
154817,29.0
154818,19.0
154819,45.0
154820,10.0
154821,7.0
154822,6.0
154823,6.0
154824,8.0
154825,6.0
154826,7.0
154827,2.0
154828,5.0
154829,217.0
154830,8.0
154831,3.0
154832,10.0
154833,30.0
154834,2.0
154835,4.0
154836,4.0
154837,4.0
154838,15.0
154839,1.0
154840,8.0
154841,18.0
154842,1.0
154843,
154844,4.0
154845,296.0
154846,1.0
154847,3.0
154848,11.0
154849,10.0
154850,41.0
154851,4.0
154852,2.0
154853,8.0
154854,15.0
154855,55.0
154856,5.0
154857,2.0
154858,42.0
154859,1.0
154860,4.0
154861,4.0
154862,10.0
154863,23.0
154864,2.0
154865,1.0
154866,1.0
154867,8.0
154868,54.0
154869,5.0
154870,1.0
154871,5.0
154872,4.0
154873,2.0
154874,7.0
154875,9.0
154876,3.0
154877,478.0
154878,10.0
154879,1.0
154880,8.0
154881,1.0
154882,2.0
154883,9.0
154884,69.0
154885,9.0
154886,9.0
154887,2.0
154888,2.0
154889,7.0
154890,8.0
154891,4.0
154892,1.0
154893,197.0
154894,74.0
154895,18.0
154896,11.0
154897,7.0
154898,13.0
154899,5.0
154900,1.0
154901,1.0
154902,1.0
154903,5.0
154904,2.0
154905,8.0
154906,2.0
154907,1.0
154908,3.0
154909,8.0
154910,3.0
154911,4.0
154912,
154913,6.0
154914,9.0
154915,3.0
154916,5.0
154917,4.0
154918,5.0
154919,60.0
154920,7.0
154921,7.0
154922,4.0
154923,9.0
154924,1.0
154925,3.0
154926,6.0
154927,4.0
154928,4.0
154929,3.0
154930,6.0
154931,7.0
154932,5.0
154933,6.0
154934,6.0
154935,3.0
154936,21.0
154937,4.0
154938,2.0
154939,2.0
154940,124.0
154941,1.0
154942,3.0
154943,45.0
154944,2.0
154945,1.0
154946,9.0
154947,5.0
154948,9.0
154949,1.0
154950,2.0
154951,10.0
154952,9.0
154953,4.0
154954,2.0
154955,2.0
154956,56.0
154957,3.0
154958,3.0
154959,4.0
154960,5.0
154961,62.0
154962,3.0
154963,242.0
154964,6.0
154965,49.0
154966,32.0
154967,5.0
154968,6.0
154969,6.0
154970,2.0
154971,2.0
154972,44.0
154973,16.0
154974,50.0
154975,1.0
154976,3.0
154977,5.0
154978,3.0
154979,5.0
154980,7.0
154981,7.0
154982,1064.0
154983,6.0
154984,3.0
154985,5.0
154986,4.0
154987,12.0
154988,12.0
154989,3.0
154990,1.0
154991,1.0
154992,4.0
154993,3.0
154994,4.0
154995,177.0
154996,8.0
154997,54.0
154998,4.0
154999,3.0
155000,8.0
155001,72.0
155002,2.0
155003,78.0
155004,5.0
155005,34.0
155006,2.0
155007,8.0
155008,211.0
155009,5.0
155010,8.0
155011,6.0
155012,28.0
155013,4.0
155014,5.0
155015,2.0
155016,5.0
155017,2.0
155018,2.0
155019,
155020,38.0
155021,7.0
155022,57.0
155023,6.0
155024,6.0
155025,8.0
155026,1.0
155027,3.0
155028,30.0
155029,9.0
155030,35.0
155031,4.0
155032,4.0
155033,6.0
155034,7.0
155035,6.0
155036,44.0
155037,4.0
155038,6.0
155039,1.0
155040,2.0
155041,8.0
155042,5.0
155043,1.0
155044,26.0
155045,4.0
155046,9.0
155047,18.0
155048,2.0
155049,10.0
155050,1.0
155051,9.0
155052,9.0
155053,3.0
155054,7.0
155055,1.0
155056,2.0
155057,1.0
155058,2.0
155059,7.0
155060,5.0
155061,2.0
155062,47.0
155063,2.0
155064,12.0
155065,5.0
155066,7.0
155067,1.0
155068,8.0
155069,2.0
155070,2.0
155071,8.0
155072,8.0
155073,8.0
155074,3.0
155075,5.0
155076,20.0
155077,4.0
155078,10.0
155079,6.0
155080,31.0
155081,63.0
155082,5.0
155083,21.0
155084,18.0
155085,1.0
155086,2.0
155087,27.0
155088,5.0
155089,40.0
155090,9.0
155091,2.0
155092,1.0
155093,223.0
155094,15.0
155095,2.0
155096,14.0
155097,5.0
155098,1.0
155099,1.0
155100,10.0
155101,4.0
155102,1.0
155103,3.0
155104,1.0
155105,1.0
155106,1.0
155107,1.0
155108,2.0
155109,3.0
155110,4.0
155111,8.0
155112,192.0
155113,1.0
155114,3.0
155115,9.0
155116,8.0
155117,1.0
155118,5.0
155119,6.0
155120,6.0
155121,6.0
155122,8.0
155123,2.0
155124,6.0
155125,64.0
155126,4.0
155127,3.0
155128,3.0
155129,4.0
155130,53.0
155131,77.0
155132,22.0
155133,1.0
155134,13.0
155135,22.0
155136,6.0
155137,2.0
155138,51.0
155139,6.0
155140,127.0
155141,6.0
155142,5.0
155143,79.0
155144,8.0
155145,1.0
155146,3.0
155147,4.0
155148,3.0
155149,66.0
155150,9.0
155151,6.0
155152,6.0
155153,1.0
155154,2.0
155155,7.0
155156,8.0
155157,74.0
155158,6.0
155159,1.0
155160,2.0
155161,18.0
155162,2.0
155163,3.0
155164,14.0
155165,7.0
155166,54.0
155167,66.0
155168,3.0
155169,4.0
155170,4.0
155171,10.0
155172,10.0
155173,3.0
155174,6.0
155175,4.0
155176,11.0
155177,5.0
155178,4.0
155179,11.0
155180,17.0
155181,6.0
155182,7.0
155183,1.0
155184,13.0
155185,3.0
155186,1.0
155187,3.0
155188,11.0
155189,10.0
155190,48.0
155191,1.0
155192,4.0
155193,8.0
155194,2.0
155195,2.0
155196,12.0
155197,30.0
155198,44.0
155199,7.0
155200,8.0
155201,3.0
155202,4.0
155203,10.0
155204,8.0
155205,4.0
155206,6.0
155207,7.0
155208,6.0
155209,4.0
155210,14.0
155211,6.0
155212,3.0
155213,2.0
155214,2.0
155215,2.0
155216,3.0
155217,28.0
155218,2.0
155219,2.0
155220,32.0
155221,4.0
155222,1.0
155223,60.0
155224,6.0
155225,2.0
155226,5.0
155227,2.0
155228,3.0
155229,3.0
155230,1.0
155231,2.0
155232,2.0
155233,5.0
155234,5.0
155235,107.0
155236,25.0
155237,7.0
155238,101.0
155239,2.0
155240,3.0
155241,3.0
155242,4.0
155243,4.0
155244,47.0
155245,9.0
155246,41.0
155247,7.0
155248,3.0
155249,1.0
155250,2.0
155251,1.0
155252,3.0
155253,5.0
155254,4.0
155255,35.0
155256,2.0
155257,10.0
155258,1.0
155259,1.0
155260,1.0
155261,5.0
155262,8.0
155263,3.0
155264,2.0
155265,5.0
155266,2.0
155267,1.0
155268,2.0
155269,1.0
155270,6.0
155271,16.0
155272,1.0
155273,95.0
155274,1.0
155275,4.0
155276,4.0
155277,3.0
155278,83.0
155279,4.0
155280,5.0
155281,7.0
155282,3.0
155283,1.0
155284,9.0
155285,48.0
155286,45.0
155287,
155288,9.0
155289,5.0
155290,8.0
155291,1.0
155292,15.0
155293,5.0
155294,48.0
155295,1.0
155296,8.0
155297,5.0
155298,2.0
155299,40.0
155300,21.0
155301,67.0
155302,81.0
155303,4.0
155304,73.0
155305,59.0
155306,6.0
155307,10.0
155308,13.0
155309,14.0
155310,1.0
155311,13.0
155312,5.0
155313,
155314,164.0
155315,3.0
155316,6.0
155317,4.0
155318,1.0
155319,44.0
155320,3.0
155321,3.0
155322,2.0
155323,22.0
155324,10.0
155325,4.0
155326,9.0
155327,1.0
155328,12.0
155329,2.0
155330,38.0
155331,273.0
155332,7.0
155333,11.0
155334,3.0
155335,6.0
155336,4.0
155337,46.0
155338,32.0
155339,7.0
155340,4.0
155341,1.0
155342,5.0
155343,2.0
155344,2.0
155345,2.0
155346,36.0
155347,423.0
155348,4.0
155349,60.0
155350,2.0
155351,35.0
155352,168.0
155353,3.0
155354,2.0
155355,34.0
155356,1.0
155357,8.0
155358,9.0
155359,4.0
155360,5.0
155361,2.0
155362,1.0
155363,6.0
155364,6.0
155365,111.0
155366,2.0
155367,2.0
155368,3.0
155369,7.0
155370,21.0
155371,9.0
155372,17.0
155373,2.0
155374,90.0
155375,6.0
155376,59.0
155377,3.0
155378,2.0
155379,2.0
155380,9.0
155381,4.0
155382,74.0
155383,28.0
155384,133.0
155385,8.0
155386,21.0
155387,7.0
155388,1.0
155389,21.0
155390,6.0
155391,6.0
155392,1.0
155393,69.0
155394,3.0
155395,3.0
155396,7.0
155397,4.0
155398,
155399,7.0
155400,3.0
155401,25.0
155402,1.0
155403,8.0
155404,1.0
155405,8.0
155406,1.0
155407,12.0
155408,5.0
155409,3.0
155410,7.0
155411,10.0
155412,4.0
155413,9.0
155414,1.0
155415,5.0
155416,4.0
155417,4.0
155418,22.0
155419,153.0
155420,1.0
155421,7.0
155422,1.0
155423,8.0
155424,45.0
155425,3.0
155426,1.0
155427,87.0
155428,4.0
155429,12.0
155430,7.0
155431,13.0
155432,7.0
155433,5.0
155434,5.0
155435,1.0
155436,5.0
155437,14.0
155438,7.0
155439,9.0
155440,7.0
155441,6.0
155442,2.0
155443,3.0
155444,10.0
155445,3.0
155446,6.0
155447,498.0
155448,8.0
155449,41.0
155450,10.0
155451,8.0
155452,6.0
155453,1.0
155454,73.0
155455,3.0
155456,82.0
155457,12.0
155458,10.0
155459,1.0
155460,100.0
155461,3.0
155462,1.0
155463,37.0
155464,8.0
155465,2.0
155466,6.0
155467,3.0
155468,4.0
155469,7.0
155470,9.0
155471,5.0
155472,4.0
155473,89.0
155474,70.0
155475,229.0
155476,2.0
155477,10.0
155478,2.0
155479,7.0
155480,1.0
155481,10.0
155482,
155483,2.0
155484,3.0
155485,5.0
155486,17.0
155487,20.0
155488,1.0
155489,1.0
155490,6.0
155491,55.0
155492,6.0
155493,2.0
155494,1.0
155495,3.0
155496,2.0
155497,5.0
155498,32.0
155499,2.0
155500,11.0
155501,12.0
155502,6.0
155503,1.0
155504,80.0
155505,4.0
155506,1.0
155507,3.0
155508,5.0
155509,16.0
155510,1.0
155511,6.0
155512,111.0
155513,1.0
155514,88.0
155515,5.0
155516,9.0
155517,3.0
155518,36.0
155519,12.0
155520,2.0
155521,2.0
155522,3.0
155523,1.0
155524,4.0
155525,9.0
155526,13.0
155527,3.0
155528,12.0
155529,2.0
155530,3.0
155531,72.0
155532,3.0
155533,1.0
155534,7.0
155535,28.0
155536,22.0
155537,4.0
155538,4.0
155539,12.0
155540,1.0
155541,4.0
155542,3.0
155543,8.0
155544,34.0
155545,74.0
155546,4.0
155547,2.0
155548,2.0
155549,1.0
155550,
155551,1.0
155552,6.0
155553,15.0
155554,3.0
155555,1.0
155556,9.0
155557,2.0
155558,2.0
155559,1.0
155560,10.0
155561,2.0
155562,6.0
155563,1.0
155564,63.0
155565,8.0
155566,3.0
155567,20.0
155568,1.0
155569,112.0
155570,40.0
155571,1.0
155572,5.0
155573,1.0
155574,12.0
155575,7.0
155576,70.0
155577,8.0
155578,1.0
155579,4.0
155580,20.0
155581,1.0
155582,2.0
155583,4.0
155584,67.0
155585,7.0
155586,10.0
155587,1.0
155588,10.0
155589,89.0
155590,1.0
155591,2.0
155592,2.0
155593,20.0
155594,7.0
155595,2.0
155596,5.0
155597,5.0
155598,6.0
155599,8.0
155600,60.0
155601,2.0
155602,7.0
155603,2.0
155604,10.0
155605,4.0
155606,2.0
155607,3.0
155608,49.0
155609,10.0
155610,
155611,2.0
155612,10.0
155613,2.0
155614,2.0
155615,24.0
155616,26.0
155617,4.0
155618,27.0
155619,9.0
155620,4.0
155621,
155622,1.0
155623,1.0
155624,3.0
155625,1.0
155626,7.0
155627,1.0
155628,5.0
155629,1.0
155630,54.0
155631,9.0
155632,12.0
155633,9.0
155634,4.0
155635,16.0
155636,12.0
155637,127.0
155638,4.0
155639,8.0
155640,9.0
155641,
155642,5.0
155643,3.0
155644,8.0
155645,3.0
155646,41.0
155647,1.0
155648,9.0
155649,1.0
155650,3.0
155651,6.0
155652,10.0
155653,1.0
155654,16.0
155655,6.0
155656,6.0
155657,1.0
155658,3.0
155659,7.0
155660,1.0
155661,18.0
155662,1.0
155663,14.0
155664,2.0
155665,19.0
155666,2.0
155667,6.0
155668,1.0
155669,5.0
155670,6.0
155671,14.0
155672,9.0
155673,4.0
155674,9.0
155675,4.0
155676,9.0
155677,5.0
155678,1.0
155679,2.0
155680,23.0
155681,4.0
155682,14.0
155683,2.0
155684,2.0
155685,12.0
155686,166.0
155687,1.0
155688,9.0
155689,5.0
155690,12.0
155691,3.0
155692,28.0
155693,9.0
155694,2.0
155695,1.0
155696,1.0
155697,4.0
155698,1.0
155699,9.0
155700,6.0
155701,1.0
155702,81.0
155703,12.0
155704,6.0
155705,5.0
155706,6.0
155707,1.0
155708,6.0
155709,108.0
155710,38.0
155711,5.0
155712,9.0
155713,4.0
155714,1.0
155715,2.0
155716,8.0
155717,95.0
155718,18.0
155719,241.0
155720,6.0
155721,7.0
155722,2.0
155723,2.0
155724,4.0
155725,4.0
155726,1.0
155727,39.0
155728,1.0
155729,7.0
